PUPIL_NUMBER	SCHOOL	NOTE_DATE	REPLACE(REPLACE((SELECTEDP_CONV.NOTE_LONG_TO_VARCH(N.PUPIL_NUMBER,COALESCE(N.MOD_DATE,N.ENTRY_DATE))FROMDUAL),CHR(10)),CHR(13))
114448	290	10/28/2008	
114448	290	1/9/2009	l/m
114451	290	9/24/2008	overslept
114451	290	1/15/2009	overslept
114451	290	10/20/2008	late
114452	199	3/3/2009	sickrcvd note
114452	199	2/24/2009	left early dental
114452	199	1/22/2009	left early ill
114453	290	9/11/2008	appt
114453	290	11/5/2008	dad said she's at mom's / h/w/call & find out & call medad c/home sick
114453	290	12/2/2008	n/a
114453	290	10/20/2008	
114453	290	10/20/2008	
114453	290	12/4/2008	Salem / getting a new tooth
114453	290	2/27/2009	@ mom's per dad @ 266/0616/called n/a
114453	290	2/17/2009	sick
114453	290	11/3/2008	ortho appt
114453	290	10/1/2008	parent c/dental
114454	290	11/26/2008	n/arcvd note
114454	290	1/20/2009	sickrcvd note
114454	290	9/26/2008	parent c/illrcvd note
114454	290	11/6/2008	lft early
114454	290	1/27/2009	parent c/ill
114454	290	11/3/2008	parent contacted teacher/student w/meet @ pool
114454	290	1/15/2009	dad dropped off b4 his meeting
114454	290	3/5/2009	parent c/home w/sore throat and upset stomach
114455	290	9/22/2008	9/22 thru 9/26 on vacation
114455	290	9/23/2008	planned
114455	290	9/24/2008	planned
114455	290	9/25/2008	planned
114455	290	9/26/2008	planned
114455	290	12/2/2008	1st  abs ltr 7
114455	290	10/6/2008	parent c/ill
114455	290	10/31/2008	sickrcvd note ill
114456	290	10/17/2008	rcvd note/hunting
114456	290	1/23/2009	left early
114456	290	3/11/2009	Left Early - Sick
110809	290	2/1/2005	
110809	290	2/1/2005	
110809	290	1/26/2005	latemom c/home ill
110809	290	2/1/2005	
110809	290	1/4/2005	l/mRcvd note / ill
110809	290	9/20/2005	left early
110809	290	9/28/2005	Dr. appt.
110809	290	3/6/2007	called home. left msg
110848	290	9/16/2004	Spoke w/Frank-Samantha sick
110848	290	1/31/2005	Samantha was marked absent, when the safety call was made the machine came on and a message was left.
110848	290	11/18/2004	1)violation of rules2)turned around in seat after constant reminders
110848	290	2/28/2005	late
110848	290	10/19/2005	ltr snt
110848	290	5/18/2005	Parent (mom) brought in restraining order against husband Frank Edwards. He is to have NO contact with Samantha or b/on school grounds.  Parents getting divroced.
110849	290	9/6/2005	
110849	290	9/29/2004	late 8:24
110849	290	10/13/2004	late @ 8:30 missed bus
110849	290	9/16/2004	tardy 8:18
110849	290	4/13/2004	Note from mom states, "Please excuse Celena for being late to school.  We have had some medical problems."
110849	290	4/23/2004	
110849	290	12/14/2004	
110849	290	1/6/2005	spoke w/Carley, she has no idea if Celena's home or not.  I requested mom to cb.Mom cb back rather upset as she brought Celena late/and Celena was having difficult time coming in as she said our office hassels her about her tardies.  Mom has a problem w/anemia and has to have blood transfussions and feels to weak to take her to bus, and w/not let her walk to bus stop.  She's concerned that her daughter is dealing w/so much that 'we are hasseling her'.  Reiterated that we are just trying to teach responsibility, would an alarm clock etc. help....no.  Relayed message to Nancy.
110849	290	1/7/2005	Celena says she's sick/I req.mom 2/give m/a call
110849	290	2/17/2005	l/mchecked in late
110849	290	10/25/2004	late @ 8:29
110849	290	11/4/2004	late @ 8:18
110849	290	11/18/2004	7 lates
110849	290	2/2/2005	
110849	290	2/2/2005	
110849	290	11/30/2004	late
110849	290	12/8/2004	late / appt
110849	290	11/10/2004	l/mchecked in late
110849	290	11/5/2004	l/m
110849	290	1/20/2005	l/m
110849	290	12/14/2004	
110849	290	4/4/2005	late
110849	290	3/2/2005	still sick
110849	290	2/28/2005	Home sick
110849	290	3/1/2005	l/mmom c/b said h/was still sick
110849	290	3/30/2005	l/m
110849	290	9/6/2005	
110849	290	3/9/2005	
110849	290	4/7/2005	rcvd note /Celena's ride to school has med.problems;result of tardy today
110849	290	2/18/2005	l/m
110849	290	3/29/2005	l/m
110849	290	5/27/2005	269.9739 disc.
110849	290	10/17/2005	n/a
110849	290	10/27/2005	late
110849	290	10/24/2005	late
110849	290	11/21/2005	late
110849	290	5/13/2005	
110849	290	5/19/2005	late
110849	290	10/26/2005	late
110849	290	10/18/2005	not feeling good
110849	290	12/5/2005	late
110849	290	1/20/2006	late
110849	290	12/12/2005	l/m
110849	290	11/28/2005	late
110849	290	12/16/2005	late
110849	290	1/30/2006	late @ home
110849	290	5/2/2006	l/m
110849	290	5/19/2006	late
110849	290	3/17/2006	overslept
110849	290	4/19/2006	dental appt
110849	290	4/5/2006	overslept
110849	290	5/15/2006	late
110849	290	5/26/2006	late
110849	290	4/10/2006	l/m
110849	290	3/24/2006	left early
110849	290	5/31/2006	bridge up
110850	197	4/6/2004	
110850	197	6/8/2004	
110850	197	10/7/2004	
110850	197	10/7/2004	
110850	197	12/13/2004	left early
110850	197	1/21/2005	
110850	197	1/27/2005	lateleft early
110850	197	10/18/2004	left early
110850	197	11/19/2004	mom c/said both kids have come down with 'something'
110850	197	12/14/2004	mom c/not feeling well
110850	197	12/10/2004	left early
110850	197	11/22/2004	left early
110850	197	11/23/2004	c/mom-she said Markie throwing up/headache from 3-5:00 am.  Took her med's is sleeping-when she wakes up, if she feels better she w/bring her 2/school.
110850	197	1/5/2005	
110850	197	10/19/2004	home sick
110850	197	11/2/2004	left early - attended 1/2 day
110850	197	11/3/2004	woke up w/headache-if feels better later/mom w/bring her in.
110850	197	1/6/2005	l/mmom c/b said s/was late.  Woke up w/bad headache / took pill then came to school.
110850	197	2/3/2005	left early
110850	197	1/31/2005	Markie Ann was marked absent this morning. Her mother informed us on Friday that Markie would be out of school until Wednesday, so no safety call was made.
110850	197	10/25/2004	mom said they w/back 2/er .  daughter has concussion dr.said s/w/b out at least weekbruised sturnem/chest etc. transf 2/KarenTiny note from Dr."should not return to regular work/school until feeling better.  Sent notice to Nurse also.
110850	197	10/21/2004	Mom said Dr.thinks it's inviro-told her I would need Dr.'s note 2/ex.rcvd note/home ill
110850	197	1/7/2005	left early
110850	197	12/8/2004	
110850	197	2/1/2005	mom had called yesterday to say she would b/out today too
110850	197	12/9/2004	mom c/said Markie had headache/throwing up
110850	197	12/8/2004	
110850	197	2/2/2005	l/mmom cb said that Markie was exhausted from all the tests/w/b/here Thursday.
110850	197	10/26/2004	Home w/concussion
110850	197	11/30/2004	
110850	197	11/30/2004	
110850	197	1/25/2005	flu-woke up w/severe migrane-has Dr.appt. Wed.  If better today w/bring to school later.
110850	197	12/1/2004	left early
110850	197	12/2/2004	left early
110850	197	12/15/2004	left early
110850	197	12/17/2004	late
110850	197	1/20/2005	
110850	197	1/24/2005	flu
110850	197	11/24/2004	Dad c/said had rough night!
110850	197	11/10/2004	class in field trip-probably why gone today-no parent call
110850	197	1/5/2005	
110850	197	1/12/2005	late
110850	197	11/4/2004	left early
110850	197	11/5/2004	left early
110850	197	12/6/2004	left early
110850	197	1/10/2005	home sick/mom c
110850	197	1/18/2005	left early
110850	197	1/14/2005	rcvd note...from Dr.however, it said she should return to school today....not here?
110850	197	1/21/2005	
110850	197	10/29/2004	recoveringMom said she's slowly getting better.  Still having severe headachs, dizzy, only gets up to go to bathroom...mom hopes s/w/b back in school on Monday, however she w/NOT do recess, pe.  Parents also want to ride bus 2/school w/her.  Gave them bus #
110850	197	10/27/2004	recovering
110850	197	11/8/2004	left early
110850	197	11/9/2004	came/then said wasn't feeling well & dad just took her home???
110850	197	1/20/2005	
110850	197	11/1/2004	Dr.appt.
110850	197	1/3/2005	left early
110850	197	1/26/2005	left early
110850	197	10/28/2004	recovering
110850	197	1/11/2005	sick
110850	197	1/28/2005	Called mom, Markie Ann will be out today, Monday and Tuesday for some tests.
110850	197	11/18/2004	mom said she would b/gone all day - having tests @ hospital/Dr.....
110850	197	11/16/2004	left @ 11:59
110850	197	11/17/2004	left early
110850	197	2/4/2005	Mom/step dad came in & ask her if this is where she ate lunch every day? She nodded yes, I said "yes, this is her 2nd day here".  They said...on their way to the nurses office "we're taking her out now".  I said 'fine'.  Mom talked to her about her choices for tutor's in the homeschool program. . .named several people/subjects...I had them file a withrawal form.
110851	3227	9/12/2003	Out of town/no note - unexcused
110851	3227	9/15/2003	Out of town
110851	3227	9/26/2003	l/m
110851	3227	11/4/2003	l/m
110851	3227	12/3/2003	l/m
110851	3227	12/2/2003	l/m
110851	3227	1/26/2004	l/m
110851	3227	1/13/2004	l/m
110851	3227	2/11/2004	
110851	3227	2/12/2004	
110851	3227	2/12/2004	
110851	3227	2/11/2004	
110851	3227	2/12/2004	
110851	3227	2/26/2004	late
110851	3227	2/2/2004	l/m
110851	3227	3/17/2004	l/m
110851	3227	3/15/2004	l/m
110851	3227	3/16/2004	left early
110851	3227	3/18/2004	l/m
110851	3227	3/19/2004	l/m
110851	3227	6/3/2004	
110851	3227	5/7/2004	# disc.
110851	3227	5/19/2004	l/m
110851	3227	6/3/2004	
110851	3227	12/15/2004	
110851	3227	1/25/2005	n/a
110851	3227	1/20/2005	l/m
110851	3227	12/15/2004	
110851	3227	12/16/2004	out all week
110851	3227	12/17/2004	out all week
110851	3227	3/1/2005	
110851	3227	3/1/2005	
110851	3227	2/8/2005	left early ill
110851	3227	2/9/2005	left early yesterday - still sick
110851	3227	2/11/2005	still ill
110851	3227	5/23/2005	888.4588 disc.
110854	3227	11/7/2005	missed bus / late
110854	3227	1/27/2006	poa renewal snt
110854	3227	1/31/2006	left early
110854	3227	2/27/2006	parent c/ill
110854	3227	2/17/2006	
110854	3227	1/4/2006	blankety....blank....blank  she better be here, went and looked and home in bed
110854	3227	2/13/2006	sickparent cb ill
110854	3227	2/1/2006	mom c/not feeling well...also having female problems, having ultra sound Saturday
110854	3227	2/16/2006	m/c still sick
110854	3227	2/17/2006	
110854	3227	12/8/2005	mom didn't know she was home/still in bed
110854	3227	5/2/2006	parent c/home
110854	3227	5/17/2006	sickrcvd note headache
110854	3227	6/2/2006	left early
110854	3227	3/17/2006	1st c/2/say-late, now problems w/car
110854	3227	4/19/2006	rcvd note being pu b/Paul & sonya Nelson in front after school
110854	3227	4/12/2006	dr.apptmom cb now not coming / dental bigger deal
110854	3227	5/24/2006	mom c/said s/would b/late...not sure she came in, w/ck w/teacherteacher said 'no'
110854	3227	3/2/2006	didn't wake mom up in time/but w/b here tomorrow
110854	3227	5/4/2006	left early counseling
110854	3227	5/11/2006	counseling appt
110854	3227	4/3/2006	missed bus
110854	3227	3/13/2006	2nd req
110854	3227	2/28/2006	parent c/ill
110854	3227	3/1/2006	email rcvd 1 more day
110854	3227	6/6/2006	Rcvd call from parent grandma's very ill and student w/b out probably all week
110854	3227	6/7/2006	grandparent very ill
110854	3227	6/9/2006	grandma ill out of town
110854	3227	3/20/2007	called mom on cell phone.  sister got lifeflighted to emanuel in pdx. meningitis.  anastasia could be carrier as well so keeping her home.
186694	290	10/2/2006	late
186694	290	10/31/2006	left early
186694	290	10/18/2006	xfather in law answered, gave me new # for mom.  Called, they are going out of town today, back for school tomorrow,  got new address.
186694	290	9/19/2006	@ nurses note feeling wellleft early
186694	290	9/12/2006	
186694	290	10/4/2006	1)violation of safety rules2)student constantly disobeys bus rules of remaining seated while on board bus & has t/b told 2/sit down. (3 times this am)
186694	290	2/12/2007	left early ill
186694	290	4/4/2007	left early dr.apt
186694	290	4/9/2007	n/a
186694	290	2/16/2007	left early dr.
186694	290	5/31/2007	left early
186694	290	6/1/2007	left early
186694	290	5/30/2007	left early ill
186694	290	4/19/2007	Off buses for .... arriving @ school 6:45 can't b pu until 3:30.  W/b attending study buddies Mon.Wed
186694	290	5/16/2007	left early
186694	290	5/18/2007	left early ill
186694	290	5/29/2007	left early
110810	290	4/23/2004	
110810	290	1/18/2005	late
110810	290	3/29/2005	n/arcvd note out of town
110810	290	5/23/2005	l/m
110810	290	10/5/2005	left early @ 12:40
110810	290	3/3/2006	
110810	290	2/15/2006	n/a
110810	290	12/6/2005	n/arcvd note moving
110810	290	3/3/2006	
110810	290	3/3/2006	
110810	290	3/3/2006	
110810	290	3/19/2007	called home. left msg
110812	290	9/14/2004	late
110812	290	4/7/2004	
110812	290	4/6/2004	
110812	290	10/12/2004	Appt
110812	290	4/14/2004	
110812	290	4/21/2004	
110812	290	4/16/2004	
110812	290	4/5/2004	
110812	290	12/6/2004	late @ 8:20
110812	290	1/7/2005	late @ Dr. w/mom
110812	290	12/8/2004	
110812	290	12/2/2004	late
110812	290	1/24/2005	late / Dr.
110812	290	12/8/2004	
110812	290	1/10/2005	8 tardies ltr snt
110812	290	1/4/2005	late
110812	290	11/9/2004	note sent informing us on Tuesdays and Thursdays mom will b/picking her up.
110812	290	1/26/2005	left early
110812	290	4/25/2005	Amber being picked up b/grandparent ea.day this week.
110812	290	10/17/2005	l/m
110812	290	11/23/2005	left early
110812	290	3/9/2006	late
110812	290	4/24/2006	missed bus
110812	290	5/18/2006	l/m
110812	290	6/14/2006	
110812	290	6/7/2006	l/m
110812	290	6/14/2006	
110812	290	6/13/2006	seattle
110812	290	6/15/2006	Seattle
110813	3227	9/28/2004	fever
110813	3227	11/30/2004	l/mrcvd note /ill
110813	3227	1/6/2005	n/a
110813	3227	10/20/2004	folks @ work/she felt like throwing up-stayed home
110813	3227	10/6/2004	
110813	3227	12/9/2004	not feeling well
110813	3227	1/11/2005	l/m
110813	3227	12/10/2004	sick
110813	3227	4/4/2005	l/m
110813	3227	5/27/2005	l/m
110813	3227	4/19/2005	sicksent note to excuse Krystal's abs. due to illness
110813	3227	5/3/2005	l/m
110813	3227	4/28/2005	left early
110813	3227	2/16/2005	rcvd note ill
110813	3227	4/22/2005	throwing uprcvd note ill
110813	3227	9/14/2005	l/mRcvd note went 2/Eugene for dental appt.
110813	3227	9/26/2005	n/a
110813	3227	1/13/2006	still ill
110813	3227	1/12/2006	sick
110813	3227	5/17/2006	l/m
110813	3227	5/16/2006	l/m
110813	3227	5/19/2006	
110813	3227	5/19/2006	
110813	3227	4/10/2006	ortho appt
110813	3227	4/9/2007	called home. got krystal.  sick with headache
110814	290	10/19/2004	mom c/Joseph sickrcvd note
110814	290	2/2/2005	left early
110814	290	2/3/2005	mom  cJoe ill
110814	290	11/5/2004	mom c/& pu homework-tummy ache
110814	290	1/18/2005	left early
110814	290	1/25/2005	left early Tuesdayhome sick per dadrcvd note ill
110814	290	1/14/2005	l/mrcvd note
110814	290	2/10/2005	cold
110814	290	4/26/2005	mom kept him home- thinks he may have pink eyercvd note bug bite on eye lid
110814	290	4/14/2005	late/Dentist
110814	290	3/10/2005	
110814	290	3/10/2005	
110814	290	4/7/2005	abcessed toothrcvd note re:tooth
110814	290	3/10/2005	
110814	290	3/7/2005	snt ltr
110814	290	2/22/2005	kitty died last night/trumaticrcvd note re:above
110814	290	3/1/2005	Called home for safety check and Joseph is home with the flu.  I reminded them to send a note when Joseph returns.rcvd note ill
110814	290	5/6/2005	late
110814	290	9/15/2005	Rcvd note Joe may walk to grandmothers, Mary Ward 269.5502 every Thursday until spring soccer is over.
110814	290	5/25/2005	269.1960 disconnectedrcvd note ill
110814	290	1/25/2006	swollen gland/sore throatrcvd email from Nurse-rcvd note ill
110814	290	5/3/2006	Joe back problems
110814	290	3/8/2006	sore throatrcvd note ill
110814	290	2/28/2007	called home.  sick. talked to parent
110814	290	4/17/2007	called home. got mom. home w cold
110855	290	3/18/2005	l/m
110855	290	3/13/2007	called home. left msg
110855	290	3/19/2007	out of town 3/9 - 3/16
110856	197	9/30/2003	Dental appt
110856	197	9/18/2003	mom c/ear infection
110856	197	10/2/2003	morning Dr.appt. w/b in later?
110856	197	11/14/2003	leaving town for weekend
110856	197	10/30/2003	funeral
110856	197	10/31/2003	@funeral
110856	197	10/29/2003	l/mRcvd cb/@ funeral w/b gone rest of week
110856	197	1/23/2004	informed parents
110856	197	11/25/2003	sore throat/dr.appt
110856	197	10/7/2003	11:45/left
110856	197	12/16/2003	l/m
110856	197	2/9/2004	 sick
110856	197	2/6/2004	l/m
110856	197	3/4/2004	SNT 3/4
110856	197	3/10/2004	Mom c/concerned regarding attendance letter received.  She saw alot of UE, and thought her daughter had been delivering notes to teacher-now realized she was not.  She said 'daughter has very difficult time remembering/staying on track etc.  She w/now call me to inform me when she w/b outHad appt. ex.
110856	197	4/2/2004	mom c/home sick
110856	197	4/27/2004	mom c/home sick
110856	197	5/25/2004	late
110856	197	4/28/2004	mom c/Larissa home sick
110815	10153	10/26/2005	late
110815	10153	11/4/2005	no #rcvd note re:family situation
110815	10153	12/13/2005	late
110815	10153	10/11/2005	chickenpoxrcvd note
110815	10153	10/6/2005	Parent c/chicken pox
110815	10153	11/14/2005	888.3787  disconnectedrcvd note stayed home because of Veteran's celebration-do not participate for religious reasons.
110815	10153	10/7/2005	chicken pox
110815	10153	11/2/2005	ltrs snt 4 AB / 1 late
110815	10153	10/10/2005	chicken pox
110815	10153	2/3/2006	
110815	10153	1/24/2006	poa ltr snt
110815	10153	2/3/2006	
110815	10153	2/6/2006	l/m
110815	10153	1/20/2006	n/a
110815	10153	2/17/2006	busy
110815	10153	12/12/2005	late
110815	10153	12/16/2005	l/m
110815	10153	5/31/2006	l/m
110815	10153	4/24/2006	no #
110815	10153	5/11/2006	parent c/ill
110815	10153	5/22/2006	l/m
110815	10153	6/2/2006	l/m
110815	10153	4/6/2006	no #
110815	10153	3/17/2006	mrs.t 2/call
110815	10153	5/10/2006	l/m
110815	10153	3/16/2006	Just informed b/Karen Ashcraft that Ashley would be out for 3wks, as babysitter can't babysit and Ashley w/b home w/3yr.old.  Mrs. Driscoll going to check out
110815	10153	3/20/2006	Mrs. T to call
110815	10153	5/5/2006	
110815	10153	3/21/2006	no home #
110815	10153	3/22/2006	Mrs. T to call
110815	10153	4/7/2006	no home #
110815	10153	3/14/2006	# disc.888.1082rcvd note / just moved-hadn't gotten new bus info
110815	10153	3/23/2006	sent Patty Farmer formal referral to make home visit
110815	10153	5/9/2006	l/m
110815	10153	3/24/2006	babysitting little sibbling-
110815	10153	6/12/2006	teacher says out rest of yr
110815	10153	6/14/2006	
110815	10153	6/9/2006	teacher said 'supposedly today is last day for her this year'
110815	10153	6/13/2006	out rest of yr
110815	10153	6/15/2006	
110816	290	3/14/2006	came yesterday, but has serious ear infection/didn't come today
110816	290	5/22/2006	late/oveslept
110816	290	4/5/2006	bad morning
110816	290	5/5/2006	late
110816	290	4/18/2006	Dr.appt 11:00/hurt back...not sure exactly how, maybe tripping over dog leash or @ school per nurse?
110816	290	4/10/2006	busy
110816	290	6/5/2006	left early ill
110861	290	3/15/2004	Tardiness on 03/08/04 due to cast taken off.
110861	290	10/31/2005	266.0658 disconnectedmom c/b hurt knee-having xrays todayrcvd note/re:hurt knee
110861	290	10/17/2005	266.0658 disconnected
110861	290	9/29/2005	266.0658 disconnected
110861	290	10/18/2005	left early
110861	290	1/9/2006	266.0658 disconnectedmom cb/Sydney home illmom getting married upcoming weekend-lots of added stress
110861	290	2/6/2006	left early ill
110861	290	2/27/2006	left early ill
110861	290	1/13/2006	parent c/ill
110861	290	2/10/2006	left early
110861	290	2/24/2006	7 abs
110861	290	1/30/2006	l/mmom cb/running fever
110861	290	5/3/2006	left early
110861	290	4/21/2006	left early
110861	290	5/11/2006	parent c/ill
110861	290	3/16/2006	n/a
110861	290	5/10/2006	parent c/ill
110861	290	3/24/2006	left early
110861	290	11/15/2006	req.cb from parent
110861	290	12/6/2006	left early ankle
110861	290	10/2/2006	parent c
110861	290	10/20/2006	parent c/ill
110861	290	10/9/2006	parent checked in late Dr.
110861	290	4/6/2007	late
110861	290	3/12/2007	parent c/ill
110861	290	2/7/2007	left early lunch w/g'pa and returned
110861	290	2/14/2007	left early
110861	290	1/26/2007	planned
110861	290	1/22/2007	in NY thru Friday
110861	290	2/22/2007	lunch w/g'pa
110861	290	1/25/2007	planned
110861	290	1/24/2007	Planned
110861	290	1/23/2007	NY
110861	290	5/8/2007	left early lunch w/g-pa
110861	290	4/16/2007	ltr snt
110861	290	6/8/2007	l/m
110861	290	5/16/2007	late/tested/left early still ill
110863	3227	11/17/2005	parent c/ill
110863	3227	11/4/2005	l/m
110863	3227	10/20/2005	ltr snt
110863	3227	1/13/2006	parent c/ill
110863	3227	2/3/2006	l/m
110863	3227	11/23/2005	l/mparent c/b ill
110863	3227	4/20/2006	parent c/still ill
110863	3227	4/21/2006	rcvd note from Dr. out / back 24th
110863	3227	5/22/2006	1/2 day
110863	3227	5/19/2006	1/2 ISS
110863	3227	4/19/2006	mom c/he's getting better; hopefully one more day
110863	3227	5/26/2006	n/a
110863	3227	4/18/2006	parent c/ill
110863	3227	3/24/2006	parent c/ill
110863	3227	11/30/2006	parent c/ill
110863	3227	11/22/2006	family in from Texas
110863	3227	6/7/2006	parent c/son has headache from yesterday's incident
110863	3227	11/29/2006	parent c/ill
110863	3227	10/10/2006	left early ill
110863	3227	10/25/2006	n/a
110863	3227	6/9/2006	l/mmom c/b dizzy-slight fever/sick @ stomach
110863	3227	9/28/2006	parent c/ill
110863	3227	9/27/2006	left early
110863	3227	12/11/2006	parent c/ill
110863	3227	2/26/2007	parent c/ill
110863	3227	2/27/2007	parent c
110863	3227	2/9/2007	l/mparent c/out of town
110863	3227	2/28/2007	still ill
110863	3227	1/29/2007	older brother had seizure while Kevin w/him and was very upset...went home
110863	3227	3/1/2007	left early ill
110863	3227	3/2/2007	left early sick yesterday
110863	3227	1/30/2007	parent c/ill
110863	3227	3/19/2007	14 abs
110863	3227	4/9/2007	left early appt/then back
110863	3227	5/24/2007	sick
110863	3227	6/5/2007	sick
110863	3227	5/15/2007	parent c/
110835	197	10/19/2004	
110835	197	10/19/2004	
110835	197	10/19/2004	
110835	197	10/19/2004	
110835	197	10/19/2004	
110835	197	10/14/2004	l/m 6 days gone/needs Dr.note 2/have ex.
110835	197	10/1/2004	left early 12:55
110835	197	9/14/2004	late 8:22
110835	197	10/15/2004	have been on vacation  to Disneyland all week.
110835	197	10/25/2004	7 absences
110835	197	1/12/2005	1)violation of safety rules2)excessive mischief3)rude/discourteous/annoying4)see rules 1,14,15.  Student making faces in rearview mirror, causing me 2/b distracted from road.  Also is farting on bus making other studens upset & sick.  Student needs to sit in seat correctly & b/respectful to other students and me.  This needs to stop.
110835	197	4/27/2005	Dental appt.
110835	197	2/8/2005	Jordan sick/throwing up
110835	197	5/16/2005	left early
110835	197	1/24/2006	l/m
110835	197	12/6/2005	late
110835	197	2/14/2006	Moving 2/Winston-Dillard-Drop Wed.
110837	199	9/15/2004	left 2:08
110837	199	2/7/2005	appt @ 10:00 w/dentist-also was sedated,
110837	199	11/18/2004	left early
110837	199	12/15/2004	left early
110837	199	12/16/2004	left early
110837	199	3/1/2005	flurcvd note ill
110837	199	4/19/2005	parent c/home ill
110837	199	4/20/2005	parent c/home ill
110837	199	4/21/2005	parent c/home ill
110837	199	4/28/2005	left early
110837	199	4/5/2005	sick
110837	199	4/29/2005	left early
110837	199	5/25/2005	left early
110837	199	11/4/2005	fever
110837	199	2/24/2006	late
110837	199	2/13/2006	
110837	199	1/17/2006	held up by bad wreck on way to school
110837	199	2/8/2006	n/a...static linemom came in said he was sick yesterday
110837	199	2/13/2006	
110837	199	2/2/2006	illmom stopped b/home yesterday ill
110837	199	3/15/2006	late/Dr.appt
110837	199	6/9/2006	sick per dad
110838	290	10/13/2003	n/a
110838	290	10/6/2003	sick
110838	290	11/12/2003	back problems
110838	290	12/4/2003	n/a
110838	290	12/3/2003	n/a
110838	290	12/1/2003	l/mlate/10:22
110838	290	12/11/2003	late 9:53
110838	290	1/22/2004	dog died, very sad-w/b back on Friday
110838	290	1/14/2004	late
110838	290	2/11/2004	late
110838	290	3/12/2004	l/m
110838	290	3/16/2004	late
110838	290	5/3/2004	C/2 notify Miguel brought 2/school in taxi....parent didn't know anything about it...
110838	290	10/11/2004	n/a
110838	290	5/21/2004	l/m
110838	290	6/7/2004	n/a
110838	290	6/9/2004	no show
110838	290	11/1/2004	l/m
110838	290	1/26/2005	l/mrcvd note / dental appt
110838	290	2/16/2005	Mom didn't want to b/@ field trip, has been before and it was so cold.  Whole family has been sick, so kept him home
110838	290	11/29/2004	checked in late
110838	290	10/26/2004	fever/ear ache
110838	290	1/5/2005	
110838	290	1/5/2005	
110838	290	12/15/2004	4 teeth pulled this am
110838	290	4/28/2005	late
110838	290	3/30/2005	n/arcvd note / missed bus and didn't have Science project done so stayed home to finish. ue
110838	290	4/5/2005	late
110838	290	3/8/2005	l/mrcvd note ill
110838	290	4/22/2005	n/a
110838	290	5/23/2005	l/m
110838	290	5/24/2005	l/m
110838	290	5/19/2005	n/a
110838	290	5/18/2005	bronchitis
110838	290	5/20/2005	n/a
110838	290	4/3/2009	On this date, Miguel's dad came to see me about his son's attendance.  Miguel is currently at 83% attendance and is continuing to slip.  We sent for Miguel and he was in class.  Dad and I spoke to him for about twenty minutes regarding his attendance.  Miguel.  Miguel is on the yellow book for the remainder of the year.  Dad will call me if Miguel does not produce the book each night.  Dad and Miguel are meeting with Mr. Miles today as well.  Miguel understands that his attendance must improve immediately.
110839	3227	9/16/2004	
110839	3227	9/20/2004	late @ 8:16
110839	3227	10/12/2004	
110839	3227	9/27/2004	late
110839	3227	10/12/2004	
110839	3227	9/16/2004	
110839	3227	10/12/2004	
110839	3227	10/4/2004	sickrecvd note
110839	3227	10/22/2004	
110839	3227	1/18/2005	no #rcvd emailrcvd note
110839	3227	11/2/2004	
110839	3227	12/14/2004	no #rcvd note
110839	3227	11/30/2004	
110839	3227	11/30/2004	
110839	3227	11/18/2004	snt 5 tardies
110839	3227	1/26/2005	no #mom came in sick stomach
110839	3227	10/22/2004	
110839	3227	1/3/2005	no #rcvd note from mom
110839	3227	12/1/2004	late
110839	3227	4/6/2005	snt 2/do 4/lgl ltr II-just snt
110839	3227	11/2/2004	
110839	3227	11/9/2004	mom c/home sickended up coming to school late
110839	3227	11/8/2004	8 ab
110839	3227	11/16/2004	no #
110839	3227	3/31/2005	1)violation of rules2)2)excessive mischief3)student turning around in his seat to where his body was facing backwards over the back of the seat.  I asked him many times to turn around and to sit down, but he doesn't.  All students must sit back to back, seat to seat, with their feet on floor in front of them.
110839	3227	3/30/2005	late
110839	3227	3/8/2005	late @ 9:02 wasn't feeling well this am per  mom
110839	3227	5/5/2005	tummy problemmom cb-putting him on cab
110839	3227	2/8/2005	mom c/Juan ill
110839	3227	3/14/2005	
110839	3227	4/11/2005	no #rcvd note ill
110839	3227	4/26/2005	late
110839	3227	3/14/2005	
110839	3227	4/22/2005	no #
110839	3227	3/14/2005	
110839	3227	2/18/2005	no #-
110839	3227	10/5/2005	
110839	3227	5/27/2005	n/a
110839	3227	9/12/2005	
110839	3227	10/13/2005	not feeling well this am
110839	3227	5/13/2005	n/a
110839	3227	9/23/2005	Parent c/ill
110839	3227	11/18/2005	no #
110839	3227	9/27/2005	no #
110839	3227	10/5/2005	
110839	3227	6/1/2005	left early
110839	3227	10/20/2005	Dr.appt
110839	3227	10/7/2005	intestinal problem
110839	3227	11/2/2005	ltrs snt 8 AB / 2 lates
110839	3227	9/30/2005	late/overslept
110839	3227	1/25/2006	
110839	3227	1/12/2006	
110839	3227	3/9/2006	no #
110839	3227	1/12/2006	
110839	3227	2/3/2006	no #mom c/Juan having blood work/back FridayDr. note snt
110839	3227	2/15/2006	no #
110839	3227	1/25/2006	
110839	3227	1/25/2006	
110839	3227	11/29/2005	late
110839	3227	11/30/2005	no #
110839	3227	4/20/2006	late
110839	3227	6/6/2006	no #
110839	3227	6/2/2006	no #
110839	3227	3/17/2006	OSS 3rd day
110839	3227	4/6/2006	no #
110839	3227	3/15/2006	Mrs. T took home - 3 out
110839	3227	3/16/2006	3 out
110839	3227	2/17/2006	16 abs
110839	3227	5/4/2006	no #
110839	3227	4/27/2006	no home #
